client_id,age,job,marital,education,credit_default,mortgage
66,37,admin,married,university_degree,0,0
67,44,blue_collar,single,basic_9y,0,1
68,33,admin,married,,0,1
69,56,admin,married,basic_9y,0,1
70,44,blue_collar,single,basic_4y,0,1
71,41,management,married,basic_6y,0,0
72,44,management,divorced,university_degree,0,1
73,47,admin,married,university_degree,0,1
74,57,unknown,married,,0,0
75,37,admin,married,university_degree,0,1
76,41,blue_collar,divorced,basic_4y,0,1
77,55,technician,married,university_degree,0,0
78,33,services,married,high_school,0,1
79,55,management,married,,0,1
80,42,blue_collar,married,basic_9y,0,0
81,50,blue_collar,married,basic_4y,0,1
82,51,blue_collar,married,basic_4y,0,0
83,38,admin,married,high_school,0,0
84,49,entrepreneur,married,university_degree,0,1
85,38,technician,single,university_degree,0,0
86,31,admin,divorced,high_school,0,0
87,41,management,married,basic_6y,0,0
88,39,admin,married,university_degree,0,1
89,49,technician,married,basic_9y,0,0
90,34,admin,married,high_school,0,1
91,35,admin,married,university_degree,0,1
92,57,unknown,married,,0,1
93,60,admin,married,,0,0
94,33,unemployed,married,basic_9y,0,0
95,42,blue_collar,married,basic_6y,0,0
96,45,services,married,professional_course,0,1
97,42,management,married,university_degree,0,0
98,53,admin,divorced,university_degree,0,0
99,37,technician,single,professional_course,0,0
100,44,blue_collar,married,basic_6y,0,0
101,54,services,married,,0,1
102,49,blue_collar,married,basic_4y,0,0
103,54,services,married,,0,0
104,52,admin,divorced,university_degree,0,0
105,52,admin,divorced,university_degree,0,0
106,43,services,single,high_school,0,0
107,34,housemaid,married,basic_6y,0,1
108,35,admin,married,high_school,0,1
109,42,entrepreneur,married,,0,1
110,43,technician,married,,0,1
111,60,retired,divorced,university_degree,0,0
112,58,unemployed,married,basic_4y,0,0
113,35,services,divorced,high_school,0,1
114,55,blue_collar,married,basic_9y,0,1
115,37,management,married,university_degree,0,0
116,36,blue_collar,married,high_school,0,0
117,52,admin,divorced,university_degree,0,0
118,57,blue_collar,divorced,,0,1
119,56,admin,married,,0,1
120,48,blue_collar,divorced,basic_4y,0,1
121,40,blue_collar,married,high_school,0,1
122,49,blue_collar,divorced,high_school,0,0
123,41,services,married,high_school,0,0
124,45,technician,married,high_school,0,1
125,32,admin,married,university_degree,0,1
126,42,admin,married,university_degree,0,0
127,50,admin,married,basic_6y,0,0
128,31,technician,divorced,professional_course,0,1
129,56,retired,married,basic_4y,0,1
130,41,technician,married,professional_course,0,1
131,37,blue_collar,married,basic_6y,0,1
132,41,technician,married,professional_course,0,0
133,35,blue_collar,married,,0,1
134,37,blue_collar,married,basic_6y,0,1
135,52,management,married,university_degree,0,0
136,39,management,divorced,university_degree,0,0
137,39,housemaid,married,basic_4y,0,0
138,56,blue_collar,married,basic_4y,0,0
139,34,services,married,high_school,0,1
140,45,blue_collar,married,basic_9y,0,1
141,43,unemployed,single,university_degree,0,1
142,56,management,married,,0,1
143,39,management,married,university_degree,0,1
144,53,blue_collar,married,basic_4y,0,1
145,38,unknown,divorced,high_school,0,1
146,42,blue_collar,married,basic_4y,0,1
147,42,blue_collar,married,basic_4y,0,0
148,35,admin,single,high_school,0,1
149,40,admin,married,university_degree,0,1
150,51,blue_collar,married,basic_4y,0,1
151,60,blue_collar,married,basic_9y,0,0
152,56,entrepreneur,married,,0,1
153,39,services,divorced,high_school,0,1
154,56,entrepreneur,married,,0,0
155,40,blue_collar,married,,0,1
156,36,blue_collar,married,basic_9y,0,1
157,51,blue_collar,married,,0,1
158,51,blue_collar,married,,0,0
159,43,technician,single,professional_course,0,1
160,59,services,married,high_school,0,0
161,24,management,single,university_degree,0,1
162,37,blue_collar,single,basic_9y,0,1
163,40,blue_collar,married,basic_9y,0,0
164,42,blue_collar,married,basic_9y,0,0
165,39,services,divorced,high_school,0,0
166,37,entrepreneur,married,basic_6y,0,0
167,38,services,married,high_school,0,1
168,56,admin,divorced,,0,0
169,40,blue_collar,married,,0,0
170,54,management,divorced,university_degree,0,1
171,43,blue_collar,married,high_school,0,0
172,36,services,married,high_school,0,0
173,45,technician,married,university_degree,0,1
174,42,admin,single,university_degree,0,0
175,43,services,married,high_school,0,0
176,46,management,married,basic_9y,0,0
177,44,services,married,high_school,0,1
178,51,admin,single,basic_6y,0,0
179,28,services,married,high_school,0,1
180,37,blue_collar,married,basic_9y,0,0
181,34,technician,married,high_school,0,0
182,46,blue_collar,married,basic_6y,0,1
183,42,blue_collar,married,basic_9y,0,1
184,36,admin,married,university_degree,0,1
185,54,blue_collar,married,basic_4y,0,0
186,57,management,married,university_degree,0,0
187,51,technician,married,basic_6y,0,0
188,54,retired,married,high_school,0,0
189,49,blue_collar,married,basic_4y,0,0
190,34,admin,married,university_degree,0,1
191,41,technician,married,professional_course,0,0
192,38,blue_collar,single,basic_9y,0,1
193,45,management,divorced,university_degree,0,0
194,42,technician,married,university_degree,0,0
195,34,blue_collar,single,basic_9y,0,1
196,48,blue_collar,married,basic_4y,0,1
197,37,admin,married,high_school,0,1
198,34,blue_collar,single,basic_9y,0,0
199,40,admin,married,basic_9y,0,1
200,43,blue_collar,married,basic_6y,0,1
201,33,services,married,high_school,0,0
202,32,services,single,basic_6y,0,0
203,39,blue_collar,married,high_school,0,1
204,43,admin,married,,0,0
205,44,blue_collar,married,basic_9y,0,1
206,35,student,single,university_degree,0,0
207,35,student,single,university_degree,0,1
208,35,unemployed,married,professional_course,0,0
209,36,services,single,basic_4y,0,0
210,35,student,single,university_degree,0,1
211,36,student,single,basic_9y,0,1
212,55,housemaid,divorced,university_degree,0,0
213,59,admin,married,university_degree,0,0
214,57,retired,married,,0,0
215,39,blue_collar,married,professional_course,0,1
216,39,housemaid,married,basic_4y,0,1
217,30,blue_collar,single,,0,1
218,30,blue_collar,single,,0,1
219,50,housemaid,married,basic_4y,0,0
220,40,services,married,high_school,0,0
221,35,admin,married,high_school,0,1
222,43,technician,married,,0,0
223,36,services,single,basic_6y,0,1
224,46,technician,married,basic_4y,0,1
225,40,technician,married,basic_9y,0,0
226,58,retired,married,university_degree,0,0
227,42,technician,married,university_degree,0,0
228,35,admin,single,university_degree,0,0
229,43,retired,married,basic_4y,0,0
230,45,blue_collar,married,basic_4y,0,1
231,39,admin,married,professional_course,0,1
232,50,services,divorced,professional_course,0,1
233,32,management,divorced,basic_4y,0,1
234,39,admin,married,high_school,0,0
235,52,self_employed,married,university_degree,0,0
236,44,admin,married,professional_course,0,1
237,56,blue_collar,married,basic_4y,0,0
238,48,admin,married,high_school,0,0
239,33,services,married,high_school,0,0
240,43,management,married,university_degree,0,0
241,57,retired,married,high_school,0,0
242,36,technician,single,professional_course,0,0
243,34,management,married,university_degree,0,1
244,34,services,single,basic_9y,0,0
245,30,technician,married,university_degree,0,0
246,33,services,divorced,,0,0
247,32,technician,single,professional_course,0,0
248,36,technician,single,high_school,0,1
249,36,blue_collar,single,high_school,0,0
250,33,services,single,high_school,0,0
251,40,technician,divorced,professional_course,0,0
252,41,blue_collar,married,basic_4y,0,1
253,51,services,married,basic_6y,0,1
254,36,technician,married,professional_course,0,1
255,28,services,married,,0,0
256,53,services,married,high_school,0,1
257,58,blue_collar,married,basic_9y,0,1
258,45,management,married,basic_9y,0,0
259,43,technician,married,,0,1
260,33,admin,married,high_school,0,0
261,33,admin,married,high_school,0,0
262,27,blue_collar,single,basic_6y,0,0
263,42,technician,married,high_school,0,0
264,43,admin,divorced,basic_9y,0,0
265,42,admin,married,university_degree,0,0
266,27,blue_collar,single,basic_6y,0,0
267,34,self_employed,single,university_degree,0,1
268,31,student,single,university_degree,0,0
269,54,management,divorced,university_degree,0,0
270,40,self_employed,married,basic_4y,0,0
271,52,unemployed,married,high_school,0,1
272,47,management,divorced,university_degree,0,0
273,49,housemaid,married,basic_9y,0,0
274,32,admin,single,high_school,0,0
275,49,housemaid,single,high_school,0,1
276,50,blue_collar,married,basic_9y,0,0
277,34,services,married,high_school,0,0
278,55,blue_collar,married,basic_4y,0,0
279,47,technician,single,basic_9y,0,0
280,51,retired,married,professional_course,0,0
281,47,blue_collar,married,basic_6y,0,0
282,56,technician,married,basic_4y,0,1
283,53,admin,married,basic_9y,0,0
284,36,blue_collar,married,basic_9y,0,1
285,42,blue_collar,divorced,basic_9y,0,1
286,44,blue_collar,divorced,basic_6y,0,0
287,39,housemaid,married,basic_9y,0,1
288,37,admin,single,high_school,0,1
289,60,blue_collar,married,,0,1
290,36,services,married,high_school,0,0
291,42,management,divorced,university_degree,0,1
292,31,admin,married,high_school,0,1
293,53,technician,divorced,professional_course,0,0
294,45,blue_collar,married,basic_4y,0,1
295,37,technician,single,professional_course,0,1
296,47,self_employed,married,professional_course,0,0
297,49,blue_collar,divorced,high_school,0,0
298,36,admin,married,university_degree,0,1
299,35,services,divorced,high_school,0,0
300,38,unknown,married,,0,0
301,38,services,single,high_school,0,0
302,50,blue_collar,divorced,high_school,0,0
303,59,retired,married,professional_course,0,0
304,43,unknown,married,,0,1
305,42,admin,married,high_school,0,1
306,40,admin,married,basic_6y,0,1
307,46,blue_collar,married,,0,0
308,57,housemaid,divorced,basic_4y,0,1
309,42,admin,married,university_degree,0,1
310,41,blue_collar,married,basic_4y,0,1
311,54,management,divorced,university_degree,0,1
312,27,admin,single,university_degree,0,0
313,36,admin,married,high_school,0,0
314,58,blue_collar,married,professional_course,0,1
315,40,management,married,university_degree,0,1
316,34,admin,single,basic_9y,0,0
317,33,admin,divorced,high_school,0,0
318,56,retired,married,basic_6y,0,0
319,42,blue_collar,married,basic_9y,0,0
320,43,services,married,high_school,0,1
321,54,management,single,basic_9y,0,1
322,53,admin,single,basic_6y,0,1
323,42,technician,single,,0,0
324,40,services,married,basic_6y,0,0
325,54,technician,married,professional_course,0,1
326,40,housemaid,single,professional_course,0,0
327,26,admin,single,university_degree,0,1
328,33,admin,married,high_school,0,0
329,35,blue_collar,married,basic_9y,0,0
330,36,admin,married,high_school,0,0
331,29,services,single,high_school,0,1
332,36,blue_collar,married,basic_9y,0,1
333,35,management,married,high_school,0,1
334,50,self_employed,single,university_degree,0,0
335,46,services,married,high_school,0,1
336,49,entrepreneur,married,high_school,0,1
337,42,technician,single,professional_course,0,1
338,36,blue_collar,single,high_school,0,1
339,55,blue_collar,married,basic_9y,0,1
340,41,management,married,university_degree,0,0
341,57,management,married,professional_course,0,1
342,32,services,single,high_school,0,1
343,49,admin,married,basic_9y,0,0
344,57,unknown,married,,0,1
345,58,blue_collar,divorced,basic_4y,0,1
346,52,technician,married,high_school,0,1
347,50,services,divorced,professional_course,0,0
348,41,blue_collar,single,basic_9y,0,1
349,33,entrepreneur,married,university_degree,0,1
350,57,blue_collar,married,basic_4y,0,0
351,48,blue_collar,married,basic_6y,0,0
352,55,technician,married,professional_course,0,0
353,38,management,married,university_degree,0,0
354,38,services,married,high_school,0,1
355,53,admin,married,university_degree,0,1
356,43,unemployed,single,university_degree,0,0
357,36,blue_collar,single,high_school,0,0
358,32,blue_collar,married,basic_9y,0,0
359,33,services,married,basic_4y,0,0
360,58,entrepreneur,married,basic_4y,0,1
361,40,unemployed,divorced,high_school,0,0
362,57,management,married,university_degree,0,1
363,45,technician,married,high_school,0,1
364,42,blue_collar,married,basic_4y,0,1
365,46,admin,married,university_degree,0,1
366,36,technician,married,university_degree,0,0
367,41,self_employed,married,high_school,0,1
368,57,admin,divorced,basic_9y,0,0
369,49,blue_collar,married,basic_9y,0,1
370,56,management,divorced,high_school,0,0
371,37,blue_collar,married,basic_9y,0,0
372,37,blue_collar,married,basic_9y,0,0
373,46,admin,single,high_school,0,1
374,22,blue_collar,single,basic_9y,0,1
375,43,services,married,high_school,0,0
376,49,blue_collar,married,,0,0
377,41,technician,married,basic_6y,0,1
378,38,admin,single,university_degree,0,0
379,33,admin,married,basic_9y,0,0
380,49,admin,married,university_degree,0,1
381,30,blue_collar,single,,0,0
382,33,admin,married,basic_9y,0,1
383,34,management,single,university_degree,0,0
384,30,student,single,,0,0
385,59,management,married,basic_4y,0,1
386,59,management,married,basic_4y,0,0
387,41,self_employed,married,university_degree,0,0
388,48,housemaid,married,basic_6y,0,1
389,28,unknown,single,,0,1
390,44,services,married,high_school,0,1
391,59,retired,unknown,university_degree,0,0
392,50,management,married,high_school,0,0
393,35,admin,married,university_degree,0,0
394,42,admin,married,high_school,0,0
395,45,admin,married,basic_9y,0,0
396,36,technician,married,professional_course,0,0
397,56,services,married,high_school,0,0
398,29,blue_collar,divorced,basic_4y,0,0
399,41,self_employed,married,university_degree,0,1
400,42,blue_collar,married,basic_9y,0,0
401,52,services,single,high_school,0,0
402,48,services,married,high_school,0,0
403,31,blue_collar,married,high_school,0,1
404,43,unemployed,married,university_degree,0,1
405,36,blue_collar,married,basic_4y,0,0
406,42,entrepreneur,married,university_degree,0,1
407,52,services,divorced,basic_6y,0,0
408,39,admin,married,high_school,0,1
409,36,services,married,high_school,0,0
410,42,blue_collar,married,basic_9y,0,1
411,41,admin,married,high_school,0,0
412,55,technician,married,basic_4y,0,0
413,30,blue_collar,married,basic_9y,0,0
414,57,retired,unknown,basic_4y,0,0
415,45,entrepreneur,married,basic_4y,0,1
416,51,blue_collar,married,basic_4y,0,1
417,39,self_employed,single,basic_9y,0,1
418,47,admin,married,high_school,0,0
419,27,services,married,high_school,0,1
420,34,technician,single,university_degree,0,1
421,57,blue_collar,married,basic_4y,0,1
422,43,entrepreneur,married,basic_4y,0,0
423,49,blue_collar,married,basic_4y,0,0
424,39,management,married,university_degree,0,0
425,38,blue_collar,married,basic_4y,0,1
426,49,blue_collar,married,basic_9y,0,0
427,58,management,married,basic_6y,0,0
428,43,technician,married,professional_course,0,1
429,50,unknown,married,,0,1
430,31,services,married,high_school,0,0
431,43,self_employed,divorced,university_degree,0,0
432,43,self_employed,married,basic_9y,0,0
433,30,self_employed,single,university_degree,0,1
434,27,services,single,professional_course,0,1
435,51,services,married,,0,0
436,37,technician,married,professional_course,0,1
437,46,housemaid,married,basic_9y,0,1
438,35,blue_collar,married,professional_course,0,0
439,47,admin,divorced,university_degree,0,0
440,46,management,married,,0,1
441,40,technician,married,professional_course,0,0
442,26,housemaid,married,university_degree,0,0
443,32,blue_collar,divorced,basic_9y,0,0
444,45,management,married,university_degree,0,1
445,34,admin,married,basic_9y,0,0
446,47,blue_collar,married,,0,0
447,42,technician,married,professional_course,0,0
448,57,technician,married,basic_4y,0,0
449,57,technician,married,basic_4y,0,0
450,38,blue_collar,married,basic_4y,0,0
451,57,technician,married,basic_4y,0,0
452,28,student,single,basic_9y,0,1
453,60,management,married,university_degree,0,0
454,48,admin,married,university_degree,0,1
455,47,technician,married,professional_course,0,1
456,40,admin,married,high_school,0,0
457,51,management,married,professional_course,0,1
458,48,unemployed,single,basic_4y,0,1
459,54,housemaid,married,basic_4y,0,0
460,40,blue_collar,married,basic_6y,0,0
461,44,admin,single,basic_9y,0,0
462,42,technician,divorced,high_school,0,0
463,52,self_employed,married,university_degree,0,1
464,31,blue_collar,single,basic_9y,0,1
465,32,services,married,high_school,0,0
466,44,admin,married,high_school,0,1
467,39,management,married,basic_6y,0,0
468,57,management,married,professional_course,0,1
469,52,admin,married,basic_4y,0,1
470,42,management,married,university_degree,0,0
471,42,technician,single,professional_course,0,0
472,43,management,married,professional_course,0,1
473,31,admin,divorced,high_school,0,0
474,29,admin,married,university_degree,0,1
475,57,blue_collar,divorced,basic_4y,0,0
476,44,blue_collar,married,basic_9y,0,0
477,59,unknown,married,,0,0
478,39,blue_collar,married,basic_4y,0,0
479,57,retired,married,university_degree,0,0
480,41,management,married,,0,0
481,37,technician,single,high_school,0,0
482,38,services,married,high_school,0,1
483,42,retired,married,basic_4y,0,0
484,49,unknown,married,,0,1
485,54,management,married,basic_6y,0,1
486,36,admin,married,university_degree,0,0
487,32,admin,single,university_degree,0,0
488,35,technician,married,professional_course,0,1
489,45,housemaid,married,professional_course,0,0
490,56,technician,married,,0,1
491,34,technician,married,university_degree,0,1
492,41,unemployed,married,basic_9y,0,0
493,41,services,married,basic_9y,0,0
494,36,blue_collar,married,basic_9y,0,0
495,32,admin,single,university_degree,0,0
496,31,services,married,high_school,0,0
497,38,technician,married,professional_course,0,1
498,35,admin,divorced,university_degree,0,1
499,53,admin,married,professional_course,0,1
500,51,admin,married,basic_6y,0,1
501,56,entrepreneur,married,university_degree,0,0
502,33,admin,married,basic_9y,0,0
503,33,admin,married,basic_9y,0,0
504,51,services,divorced,high_school,0,1
505,39,services,married,high_school,0,1
506,45,entrepreneur,married,university_degree,0,0
507,40,technician,single,university_degree,0,0
508,60,unknown,single,,0,1
509,33,technician,married,university_degree,0,1
510,47,blue_collar,married,high_school,0,1
511,48,blue_collar,married,basic_4y,0,0
512,43,entrepreneur,married,high_school,0,0
513,37,management,married,university_degree,0,1
514,50,services,married,basic_9y,0,1
515,59,entrepreneur,married,high_school,0,1
516,32,technician,married,,0,1
517,42,housemaid,single,basic_4y,0,1
518,52,blue_collar,married,basic_4y,0,0
519,42,blue_collar,married,,0,0
520,42,admin,married,,0,0
521,40,management,married,basic_9y,0,0
522,38,blue_collar,married,basic_9y,0,0
523,39,blue_collar,married,basic_6y,0,1
524,39,blue_collar,married,basic_6y,0,0
525,38,admin,married,high_school,0,0
526,47,admin,single,,0,1
527,30,services,single,high_school,0,0
528,38,admin,divorced,high_school,0,1
529,39,technician,divorced,university_degree,0,0
530,44,admin,married,high_school,0,0
531,36,admin,married,high_school,0,0
532,41,services,married,high_school,0,1
533,41,blue_collar,married,basic_6y,0,0
534,35,blue_collar,married,basic_9y,0,0
535,41,technician,married,high_school,0,0
536,36,services,married,high_school,0,0
537,35,admin,single,high_school,0,1
538,33,blue_collar,single,basic_4y,0,0
539,38,admin,single,basic_6y,0,0
540,33,self_employed,married,university_degree,0,0
541,55,self_employed,married,,0,0
542,36,blue_collar,single,basic_9y,0,0
543,57,technician,married,professional_course,0,0
544,32,entrepreneur,single,university_degree,0,1
545,30,self_employed,single,high_school,0,1
546,43,admin,married,professional_course,0,1
547,46,admin,married,university_degree,0,0
548,35,admin,divorced,high_school,0,0
549,34,admin,single,university_degree,0,1
550,50,blue_collar,married,basic_4y,0,0
551,39,admin,single,university_degree,0,0
552,39,blue_collar,married,basic_9y,0,0
553,42,entrepreneur,married,basic_6y,0,0
554,57,retired,married,university_degree,0,1
555,45,blue_collar,married,basic_4y,0,0
556,40,technician,married,basic_4y,0,0
557,42,blue_collar,married,high_school,0,0
558,40,technician,married,basic_4y,0,0
559,38,blue_collar,single,basic_4y,0,0
560,39,blue_collar,married,basic_6y,0,1
561,41,blue_collar,married,basic_4y,0,0
562,39,blue_collar,married,basic_6y,0,1
563,41,blue_collar,married,basic_4y,0,1
564,45,admin,married,university_degree,0,0
565,35,admin,divorced,university_degree,0,0
566,35,admin,married,basic_6y,0,1
567,49,blue_collar,married,high_school,0,0
568,36,technician,married,,0,0
569,23,admin,single,university_degree,0,0
570,43,unemployed,married,university_degree,0,0
571,49,entrepreneur,married,professional_course,0,0
572,36,technician,married,professional_course,0,0
573,51,blue_collar,married,basic_9y,0,1
574,56,retired,married,basic_4y,0,1
575,45,housemaid,married,high_school,0,0
576,42,admin,married,high_school,0,0
577,41,admin,divorced,high_school,0,0
578,32,services,married,high_school,0,0
579,46,management,married,university_degree,0,0
580,37,blue_collar,married,,0,0
581,53,management,married,university_degree,0,0
582,30,blue_collar,married,basic_4y,0,0
583,45,unknown,married,,0,0
584,24,technician,single,professional_course,0,0
585,45,unknown,married,,0,0
586,34,admin,single,university_degree,0,0
587,41,management,married,university_degree,0,0
588,59,blue_collar,married,basic_4y,0,1
589,45,blue_collar,married,basic_4y,0,0
590,54,blue_collar,married,basic_6y,0,0
591,32,technician,married,professional_course,0,0
592,33,technician,married,professional_course,0,1
593,32,admin,married,university_degree,0,0
594,34,services,single,high_school,0,0
595,46,management,married,university_degree,0,0
596,57,technician,married,professional_course,0,1
597,42,technician,married,basic_9y,0,0
598,48,admin,married,professional_course,0,1
599,58,admin,divorced,university_degree,0,1
600,34,services,married,high_school,0,0
601,32,admin,single,university_degree,0,1
602,48,blue_collar,married,basic_9y,0,0
603,47,blue_collar,married,basic_9y,0,0
604,31,services,married,high_school,0,0
605,32,admin,single,university_degree,0,1
606,32,admin,single,university_degree,0,0
607,36,services,married,high_school,0,0
608,53,blue_collar,married,basic_4y,0,0
609,37,blue_collar,married,basic_9y,0,0
610,50,services,married,high_school,0,0
611,46,blue_collar,married,basic_6y,0,1
612,41,admin,married,high_school,0,0
613,43,blue_collar,single,basic_4y,0,0
614,51,management,married,university_degree,0,1
615,38,admin,married,university_degree,0,1
616,41,technician,married,basic_6y,0,1
617,39,services,married,high_school,0,0
618,52,blue_collar,married,basic_4y,0,0
619,37,technician,married,professional_course,0,1
620,41,admin,married,basic_9y,0,1
621,46,admin,divorced,university_degree,0,1
622,47,technician,married,professional_course,0,0
623,35,technician,married,professional_course,0,0
624,38,services,married,high_school,0,0
625,30,blue_collar,single,,0,1
626,46,blue_collar,married,basic_9y,0,1
627,30,technician,married,professional_course,0,0
628,35,services,single,basic_4y,0,0
629,58,admin,married,,0,1
630,40,technician,married,professional_course,0,0
631,34,technician,married,university_degree,0,0
632,30,admin,single,university_degree,0,0
633,38,services,married,basic_6y,0,0
634,55,management,single,basic_4y,0,0
635,55,management,married,university_degree,0,1
636,45,technician,single,professional_course,0,1
637,36,admin,married,university_degree,0,1
638,32,admin,single,university_degree,0,0
639,35,technician,married,,0,1
640,55,management,divorced,university_degree,0,1
641,49,housemaid,married,basic_4y,0,0
642,29,admin,married,high_school,0,1
643,34,blue_collar,married,basic_4y,0,1
644,54,retired,married,high_school,0,1
645,36,technician,single,professional_course,0,0
646,30,management,single,university_degree,0,1
647,33,housemaid,divorced,university_degree,0,0
648,37,blue_collar,married,high_school,0,0
649,36,technician,married,basic_9y,0,1
650,33,blue_collar,married,high_school,0,0
651,32,housemaid,married,high_school,0,1
652,32,housemaid,married,high_school,0,0
653,50,blue_collar,married,basic_4y,0,1
654,39,blue_collar,married,basic_9y,0,0
655,51,blue_collar,divorced,,0,1
656,33,services,married,high_school,0,0
657,33,services,married,basic_4y,0,0
658,56,management,married,university_degree,0,0
659,39,management,divorced,university_degree,0,1
660,33,self_employed,single,university_degree,0,0
661,59,retired,divorced,basic_4y,0,0
662,42,admin,single,,0,1
663,43,services,married,high_school,0,0
664,35,admin,married,university_degree,0,0
665,46,blue_collar,married,basic_6y,0,1
666,27,technician,married,basic_9y,0,0
667,47,admin,divorced,university_degree,0,1
668,31,admin,single,university_degree,0,0
669,32,blue_collar,married,basic_9y,0,1
670,54,admin,married,high_school,0,0
671,56,management,married,university_degree,0,0
672,48,services,single,high_school,0,1
673,44,admin,married,high_school,0,1
674,46,admin,married,high_school,0,0
675,45,services,married,high_school,0,1
676,43,admin,married,professional_course,0,0
677,40,admin,single,high_school,0,0
678,56,management,married,university_degree,0,1
679,47,entrepreneur,married,professional_course,0,0
680,39,management,divorced,university_degree,0,1
681,48,technician,married,basic_4y,0,0
682,45,housemaid,married,professional_course,0,1
683,36,self_employed,married,university_degree,0,0
684,49,management,married,professional_course,0,1
685,46,services,married,high_school,0,0
686,38,blue_collar,married,basic_9y,0,1
687,50,housemaid,married,basic_4y,0,1
688,27,admin,single,high_school,0,1
689,40,technician,married,professional_course,0,1
690,46,management,married,university_degree,0,1
691,40,admin,divorced,university_degree,0,1
692,33,management,single,university_degree,0,0
693,54,retired,married,high_school,0,1
694,52,blue_collar,married,basic_4y,0,1
695,53,admin,married,university_degree,0,1
696,49,services,married,high_school,0,0
697,42,blue_collar,married,basic_4y,0,0
698,49,housemaid,married,basic_4y,0,0
699,40,entrepreneur,married,basic_9y,0,0
700,59,admin,married,university_degree,0,0
701,51,self_employed,married,basic_9y,0,1
702,57,housemaid,married,basic_6y,0,1
703,38,self_employed,divorced,basic_9y,0,1
704,52,self_employed,married,university_degree,0,0
705,26,unemployed,single,basic_9y,0,1
706,35,admin,married,university_degree,0,1
707,51,admin,married,university_degree,0,0
708,43,blue_collar,married,basic_4y,0,1
709,42,admin,married,high_school,0,1
710,60,retired,divorced,university_degree,0,1
711,36,blue_collar,married,basic_9y,0,1
712,57,management,married,university_degree,0,0
713,35,student,single,university_degree,0,0
714,30,admin,married,university_degree,0,0
715,43,services,married,high_school,0,0
716,40,technician,married,basic_9y,0,0
717,45,technician,married,university_degree,0,0
718,56,retired,married,high_school,0,0
719,46,services,married,basic_6y,0,0
720,41,blue_collar,married,basic_4y,0,1
721,42,admin,married,university_degree,0,1
722,56,blue_collar,married,basic_4y,0,0
723,43,entrepreneur,married,basic_4y,0,1
724,34,blue_collar,married,basic_4y,0,0
725,38,services,married,high_school,0,1
726,40,technician,married,basic_9y,0,0
727,38,admin,married,high_school,0,0
728,48,entrepreneur,married,university_degree,0,1
729,27,blue_collar,married,basic_9y,0,1
730,24,technician,single,professional_course,0,0
731,47,admin,single,,0,1
732,48,blue_collar,married,professional_course,0,0
733,31,admin,single,high_school,0,1
734,39,self_employed,single,basic_4y,0,1
735,41,technician,single,university_degree,0,0
736,49,blue_collar,married,basic_4y,0,1
737,56,retired,married,basic_4y,0,0
738,49,admin,married,high_school,0,0
739,47,unemployed,divorced,university_degree,0,0
740,44,blue_collar,married,,0,1
741,48,admin,divorced,high_school,0,0
742,55,housemaid,married,basic_4y,0,1
